,year,good_name,count
168,2022,Stellaris: Distant Stars Story Pack - DLC,50
169,2022,Dark Souls Remastered,50
170,2022,The Dark Pictures Anthology - Man of Medan,50
171,2022,Graveyard Keeper - Stranger Sins - DLC,49
172,2022,Graveyard Keeper - Game of Crone - DLC,49
173,2022,Far Cry 5,49
174,2022,Crusader Kings III: Fate of Iberia - DLC,49
175,2022,Ni No Kuni II: Revenant Kingdom,49
176,2022,Do Not Feed the Monkeys,48
177,2022,Anvil Saga,48
178,2022,Risky Rescue,48
179,2022,Goodbye Deponia,48
180,2022,Stellaris: Necroids Species Pack - DLC,47
181,2022,Hearts of Iron IV: Waking the Tiger - DLC,47
182,2022,Beholder 2,47
183,2022,BIOMUTANT,47
184,2022,Titan Quest Anniversary Edition,47
185,2022,Cities: Skylines - Sunset Harbor - DLC,47
186,2022,Surviving Mars: Martian Express - DLC,46
187,2022,Stellaris: Lithoids Species Pack - DLC,46
188,2022,Expeditions: Rome,46
189,2022,Alan Wake,46
190,2022,Pathfinder: Wrath of the Righteous - Commander Pack - DLC,46
191,2022,Ready or Not,46
192,2022,Wreckfest,46
193,2022,Silt,46
194,2022,"Warhammer 40,000: Mechanicus",45
195,2022,Tyranny - Gold Edition,45
196,2022,Castlevania: Lords of Shadow – Ultimate Edition,45
197,2022,Edna & Harvey: Harvey's New Eyes,44
198,2022,Bus Driver Simulator - Modern City Bus - DLC,44
199,2022,GOD EATER 3,44
200,2022,House Flipper - Luxury - DLC,44
201,2022,Stellaris: Synthetic Dawn Story Pack - DLC,43
202,2022,The Suicide of Rachel Foster,43
203,2022,MechWarrior 5: Mercenaries - Call to Arms - DLC,43
204,2022,GTFO,43
205,2022,Cities: Skylines - Content Creator Pack: Train Stations - DLC,43
206,2022,Cities: Skylines - Mass Transit - DLC,43
207,2022,SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,43
208,2022,Despot's Game: Dystopian Battle Simulator,42
209,2022,Hello Neighbor,42
210,2022,Darksiders Warmastered Edition,42
211,2022,Caveblazers,42
212,2022,Hearts of Iron IV: Death or Dishonor - DLC,41
213,2022,This Is the Police 2,41
214,2022,Hard West 2,41
215,2022,ACE COMBAT 7: SKIES UNKNOWN,41
216,2022,Ni no Kuni Wrath of the White Witch Remastered,41
217,2022,Knights of Honor II: Sovereign,41
218,2022,Deponia Doomsday,40
219,2022,Stellaris: Humanoid Species Pack - DLC,40
220,2022,Titan Quest: Atlantis - DLC,40
221,2022,Cities: Skylines - Snowfall - DLC,40
222,2022,Keep in Mind: Remastered,40
223,2022,Dark Souls II: Scholar of the First Sin,40
224,2022,Aces of the Luftwaffe,40
225,2022,Bus Driver Simulator - Murom Suburbs - DLC,40
226,2022,Beholder - Blissful Sleep - DLC,39
227,2022,Zanzarah: The Hidden Portal,39
228,2022,Disciples: Liberation,39
229,2022,Ni No Kuni II: Revenant Kingdom - The Prince's Edition,39
230,2022,Sacred 3 Gold,39
231,2022,THE SIMS 4: SEASONS - DLC,39
232,2022,Undungeon,39
233,2022,"Northgard - Lyngbakr, Clan of the Kraken - DLC",38
234,2022,Cities: Skylines - Financial Districts - DLC,38
235,2022,The Dark Pictures Anthology: The Devil in Me,38
236,2022,The Crown of Leaves,38
237,2022,Europa Universalis IV: Origins - DLC,38
238,2022,Cities: Skylines - Parklife - DLC,38
239,2022,Gothic II: Gold Edition,38
240,2022,Safecracker: The Ultimate Puzzle Adventure,38
241,2022,Surviving Mars: Below and Beyond - DLC,38
242,2022,Drink More Glurp,38
243,2022,NORCO,37
244,2022,Windbound,37
245,2022,Floor is Lava,37
246,2022,Sacred 2 Gold,37
247,2022,"Warhammer 40,000: Battlesector",37
248,2022,THE SIMS 4: COTTAGE LIVING - DLC,37
249,2022,The Walking Dead: Season One,37
250,2022,Twelve Minutes,36
251,2022,The Crown of Leaves: Chapter 2 - DLC,36
252,2022,Bus Driver Simulator - European Minibus - DLC,36
253,2022,MechWarrior 5: Mercenaries - Legend of the Kestrel Lancers - DLC,36
254,2022,Tom Clancy's Rainbow Six: Siege - Deluxe Edition Y7,36
255,2022,Intruders: Hide and Seek,36
256,2022,Onimusha: Warlords,36
257,2022,Pathfinder: Kingmaker Royal Edition,35
258,2022,Not Dying Today,35
259,2022,Deponia,35
260,2022,Lake,35
261,2022,Resident Evil 7 - Season Pass - DLC,35
262,2022,SUPERHOT,35
263,2022,Spirit of the Island,35
264,2022,Bus Driver Simulator - Tourist - DLC,35
265,2022,Chicken Shoot 2,35
266,2022,Bus Driver Simulator - Russian Soul - DLC,35
267,2022,The Dark Pictures Anthology: Man Of Medan,35
268,2022,Crusader Kings III: Northern Lords - DLC,35
269,2022,Aspire: Ina's Tale,35
270,2022,Mari and Bayu - The Road Home,34
271,2022,The Dolls: Reborn,34
272,2022,Hearts of Iron IV: Together For Victory - DLC,34
273,2022,ACE COMBAT™ 7: SKIES UNKNOWN,34
274,2022,Quell,34
275,2022,The Walking Dead: The Final Season,34
276,2022,Frederic: Resurrection of Music,33
277,2022,SUPERHOT VR,33
278,2022,Sable,33
279,2022,The Franz Kafka Videogame,33
280,2022,Cat on a Diet,33
281,2022,Iratus: Lord of the Dead,33
282,2022,Ken Follett's The Pillars of the Earth,33
283,2022,Castlevania: Lords of Shadow 2,33
284,2022,Obscuritas,33
285,2022,Expedition Zero,33
286,2022,Stellaris: Plantoids Species Pack - DLC,33
287,2022,Shut Eye,33
288,2022,Unrailed!,33
289,2022,Life is Feudal: Forest Village,32
290,2022,Orcs Must Die! 3 - Cold as Eyes - DLC,32
291,2022,The Artifact,32
292,2022,Alone in the Dark Anthology,32
293,2022,House Flipper - Garden - DLC,32
294,2022,SOULCALIBUR VI,32
295,2022,Dark Souls III,32
296,2022,NARUTO SHIPPUDEN: Ultimate Ninja STORM Trilogy,32
297,2022,Crashday Redline Edition,32
298,2022,Europa Universalis IV: Leviathan - DLC,31
299,2022,"Northgard - Sv?fnir, Clan of the Snake - DLC",31
300,2022,Train Valley 2,31
301,2022,Transport Fever 2,31
302,2022,Stellaris - Galaxy Edition,31
303,2022,"Northgard - Brundr & Kaelinn, Clan of the Lynx - DLC",31
304,2022,Cities: Skylines - Deluxe Edition,31
305,2022,Solasta: Crown of the Magister - Inner Strength - DLC,31
306,2022,Titan Quest: Ragnarok - DLC,31
307,2022,Castlevania Advance Collection,30
308,2022,Earth 2160,30
309,2022,Shooting Stars,30
310,2022,Big Buck Hunter Arcade,30
311,2022,Cities: Skylines - Content Creator Pack: Vehicles of the World - DLC,30
312,2022,Wasteland 3,30
313,2022,Real Farm – Gold Edition,30
314,2022,"Warhammer 40,000: Battlesector - Necrons - DLC",30
315,2022,DARK SOULS™ II: Scholar of The First Sin,29
316,2022,Cozy Grove,29
317,2022,MechWarrior 5: Mercenaries - Heroes of the Inner Sphere - DLC,29
318,2022,Earth 2150 Trilogy,29
319,2022,Disciples: Liberation - Paths to Madness - DLC,29
320,2022,Warpips,29
321,2022,Cities: Skylines - Content Creator Pack: Bridges & Piers - DLC,29
322,2022,Scarlet Nexus,28
323,2022,Tropico 6,28
324,2022,Haven,28
325,2022,Distant Worlds 2,28
326,2022,Earth 2150: The Moon Project,28
327,2022,Punch Club,28
328,2022,A Memoir Blue,28
329,2022,Tom Clancy's The Division,28
330,2022,Kapital: Sparks of Revolution,28
331,2022,Chaos on Deponia,27
332,2022,Alone in the Dark (2008),27
333,2022,Life is Feudal: Your Own,27
334,2022,Commander: Conquest of the Americas. Gold Edition,27
335,2022,Cities: Skylines - Content Creator Pack: Skyscrapers - DLC,27
336,2022,Chicken Shoot - Gold Edition,27
337,2022,"Northgard - Nidhogg, Clan of the Dragon - DLC",27
338,2022,Not For Broadcast,27
339,2022,Metal Gear Solid V: The Phantom Pain,26
340,2022,Cities: Skylines - Industries Plus - DLC,26
341,2022,Tales of Zestiria,26
342,2022,Truck Mechanic Simulator,26
343,2022,"Northgard - Himminbrjotir, Clan of the Ox - DLC",26
344,2022,State of Mind,26
345,2022,SkyDrift: Extreme Fighters Premium Airplane Pack - DLC,26
346,2022,Cities: Skylines - Natural Disasters - DLC,26
347,2022,Spellforce 2: Anniversary Edition,26
348,2022,Surviving Mars: In-Dome Buildings Pack - DLC,26
349,2022,"Warhammer 40,000: Battlesector - Tyranid Elites - DLC",26
350,2022,House Flipper - HGTV - DLC,26
351,2022,The Walking Dead: Season Two,26
352,2022,Bus Driver Simulator - Soviet Legend - DLC,26
353,2022,HITMAN™ 2 – STANDARD EDITION,26
354,2022,"Love, Money, Rock'n'Roll",26
355,2022,SIFU - Deluxe Edition (Epic),26
356,2022,Bus Driver Simulator - Old Legend - DLC,26
357,2022,Tom Clancy's Ghost Recon Wildlands,25
358,2022,Jagged Alliance 2 - Wildfire,25
359,2022,Pathfinder: Wrath of the Righteous - Through the Ashes - DLC,25
360,2022,Bus World,25
361,2022,The Walking Dead: The Telltale Definitive Series,25
362,2022,FAR: Changing Tides,25
363,2022,Gloomhaven,25
364,2022,Quell Reflect,25
365,2022,Age of Wonders: Planetfall - Premium Edition,25
366,2022,Hollow,25
367,2022,Legend of Keepers: Soul Smugglers - DLC,25
368,2022,Darksiders III - Deluxe Edition,25
369,2022,Tales of Arise - Ultimate Edition,25
370,2022,Wytchwood,25
371,2022,Batman: Arkham Origins,24
372,2022,METAL GEAR SOLID V: GROUND ZEROES,24
373,2022,Victoria 3: Grand Edition,24
374,2022,City of Gangsters,24
375,2022,Assassin's Creed Origins,24
376,2022,One Hand Clapping,24
377,2022,"Northgard - Ratatoskr, Clan of the Squirrel - DLC",24
378,2022,Streets of Rogue,24
379,2022,Heroes of Might & Magic III: Complete,24
380,2022,Dying Light - Harran Tactical Unit bundle - DLC,24
381,2022,Blackguards 2,24
382,2022,"Warhammer 40,000: Mechanicus Omnissiah Edition",24
383,2022,Space Engineers,24
384,2022,Prison Architect - Gangs - DLC,24
385,2022,Behind the Frame: The Finest Scenery,24
386,2022,Карта оплаты Xbox Game Pass Ultimate на 1 месяц,23
387,2022,Iratus: Wrath of the Necromancer - DLC,23
388,2022,Assassin's Creed Odyssey,23
389,2022,"Warhammer 40,000: Mechancus - Heretek - DLC",23
390,2022,Tails Noir,23
391,2022,Hello Neighbor 2,23
392,2022,GRIME,23
393,2022,THE SIMS 4,23
394,2022,Spiritfarer®: Farewell Edition,23
395,2022,Train Sim World® 2,23
396,2022,Surviving Mars: All New In Bundle - DLC,23
397,2022,SpellForce 3: Fallen God,23
398,2022,Cities: Skylines - Content Creator Pack: Seaside Resorts - DLC,23
399,2022,Secret Neighbor,23
400,2022,Chaser,23
401,2022,Cities: Skylines - Content Creator Pack: Modern City Center - DLC,23
402,2022,Silence,23
403,2022,Code Vein,22
404,2022,Asterigos: Curse of the Stars,22
405,2022,Train Valley 2: Myths & Rails - DLC,22
406,2022,Model Builder,22
407,2022,Bus Driver Simulator - Hungarian Legend - DLC,22
408,2022,Telling Lies,22
409,2022,Giana Sisters: Twisted Dreams - Rise of the Owlverlord,22
410,2022,Crusader Kings III: Expansion Pass - DLC,22
411,2022,SpellForce 3 Reforced,22
412,2022,Kingdoms of Amalur: Re-Reckoning - FATE EDITION,22
413,2022,Cartel Tycoon,22
414,2022,Gothic III,22
415,2022,Fade to Silence,22
416,2022,Candle,22
417,2022,Disciples III: Gold Edition,22
418,2022,Prison Architect: Second Chances - DLC,22
419,2022,Scarlet Nexus - Deluxe Edition,21
420,2022,Surviving Mars,21
421,2022,The Darkside Detective,21
422,2022,Ni no Kuni: Wrath of the White Witch Remastered,21
423,2022,"Warhammer 40,000: Battlesector - Blood Angels Elites - DLC",21
424,2022,"Warhammer 40,000: Gladius - Escalation Pack - DLC",21
425,2022,Naruto Shippuden: Ultimate Ninja Storm 4,21
426,2022,Surviving the Aftermath,21
427,2022,The Uncertain: Last Quiet Day,21
428,2022,Florence,21
429,2022,Fire: Ungh’s Quest,21
430,2022,Metro Simulator - 'Russia' Liveries Pack - DLC,21
431,2022,GOD EATER 2 Rage Burst,21
432,2022,"Northgard - Svardilfari, Clan of the Horse - DLC",21
433,2022,SUPERHOT: MIND CONTROL DELETE,20
434,2022,Cities: Skylines - Content Creator Pack: Mid-Century Modern - DLC,20
435,2022,The Great Perhaps,20
436,2022,TEKKEN 7 - Originals Edition,20
437,2022,SpellForce 3: Soul Harvest,20
438,2022,Cities: Skylines - Concerts - DLC,20
439,2022,Destroy All Humans!,20
440,2022,Neighbours back From Hell,20
441,2022,Iron Sky Invasion: Meteorblitzkrieg - DLC,20
442,2022,Alan Wake Collector’s Edition,20
443,2022,Ticket to Ride,19
444,2022,Rain World,19
445,2022,Knights & Merchants,19
446,2022,Before Your Eyes,19
447,2022,Turmoil,19
448,2022,Scarlet Nexus – Ultimate Edition,19
449,2022,Little Nightmares - Secrets of The Maw Expansion Pass - DLC,19
450,2022,For The People,19
451,2022,Gothic III: Forsaken Gods Enhanced Edition,19
452,2022,Metro Simulator - 'Oka' Liveries Pack - DLC,19
453,2022,Castlevania: Lords of Shadow – Mirror of Fate HD,19
454,2022,Legend of Keepers: Feed the Troll - DLC,19
455,2022,Orcs Must Die! 2,19
456,2022,Stellaris: Galaxy Edition Upgrade Pack - DLC,18
457,2022,Undercover Missions: Operation Kursk K-141,18
458,2022,Mastema: Out of Hell,18
459,2022,Prison Architect: Perfect Storm - DLC,18
460,2022,Sacred Gold,18
461,2022,Prison Architect: Undead - DLC,18
462,2022,Hitman - Game of the Year Edition,18
463,2022,ENSLAVED™: Odyssey to the West™ - Premium Edition,18
464,2022,ONE PIECE: PIRATE WARRIORS 4 - Deluxe Edition,18
465,2022,HyperBrawl Tournament - Celebration Pack 2 - DLC,18
466,2022,The Night of the Rabbit,18
467,2022,Dying Light - Shu Warrior Bundle - DLC,18
468,2022,Little Nightmares - Complete Edition,18
469,2022,No Straight Roads: Encore Edition,18
470,2022,Dying Light: Platinum Edition,18
471,2022,Werewolf: The Apocalypse - Earthblood,18
472,2022,Red Faction Guerrilla Re-Mars-tered,18
473,2022,Pillars of Eternity - Definitive Edition,18
474,2022,Rise of the Tomb Raider: 20 Year Celebration,18
475,2022,Distrust,18
476,2022,Desperados III,17
477,2022,Oaken,17
478,2022,Totally Reliable Delivery Service,17
479,2022,Two Worlds - Epic Edition,17
480,2022,KnightShift,17
481,2022,Disciples: Liberation - Deluxe Edition,17
482,2022,Painkiller Resurrection,17
483,2022,Legend of Keepers: Career of a Dungeon Master,17
484,2022,Two Worlds Collection,17
485,2022,Desperados III - Digital Deluxe Edition,17
486,2022,Desperados: Wanted Dead Or Alive,17
487,2022,Assassin's Creed II - Deluxe Edition,17
488,2022,JoJo's Bizarre Adventure: All-Star Battle R,17
489,2022,BATTLETECH - Season Pass - DLC,17
490,2022,Alone in the Dark: The New Nightmare,17
491,2022,Tropico Reloaded,17
492,2022,Dead Island Riptide Definitive Edition,17
493,2022,Prison Architect,17
494,2022,Kingdom Come: Deliverance - A Woman's Lot - DLC,17
495,2022,Surviving Mars: Future Contemporary Cosmetic Pack - DLC,17
496,2022,Syberia,17
497,2022,Fly Corp,17
498,2022,Hard West,17
499,2022,Clouds & Sheep 2,17
500,2022,Cities: Skylines - Parklife Plus - DLC,17
501,2022,Hearts of Iron IV: Axis Armor Pack - DLC,17
502,2022,Scorn - Deluxe Edition (STEAM),17
503,2022,Sinless,17
504,2022,Cities: Skylines - Content Creator Pack: Heart of Korea - DLC,17
505,2022,Chicken Shoot,16
506,2022,Assassin's Creed: Unity,16
507,2022,Hearts of Iron III,16
508,2022,Hearts of Iron IV: Allied Armor Pack - DLC,16
509,2022,Cat Quest II,16
510,2022,Chicken Police,16
511,2022,Killer Is Dead - Nightmare Edition,16
512,2022,ONE PUNCH MAN: A HERO NOBODY KNOWS,16
513,2022,"Warhammer 40,000: Gladius - Adeptus Mechanicus - DLC",16
514,2022,Карта оплаты Xbox Game Pass Ultimate на 3 месяца,16
515,2022,The Crew 2: Special Edition,16
516,2022,Orcs Must Die!,16
517,2022,Wreckfest - Season Pass 2,16
518,2022,Darksiders II: Deathinitive Edition,16
519,2022,Painkiller Complete Pack,16
520,2022,CODE VEIN - Deluxe Edition,16
521,2022,Alekhine's Gun,16
522,2022,Assassin's Creed Odyssey - Deluxe Edition,16
523,2022,BlazBlue: Calamity Trigger,16
524,2022,Surviving Mars - Deluxe Edition,16
525,2022,Insurgency,16
526,2022,Valhalla Hills,16
527,2022,The Walking Dead: Michonne,16
528,2022,Deep Sky Derelicts: Definitive Edition,16
529,2022,Rise of Industry,15
530,2022,Roll'd,15
531,2022,Prodigy Tactics,15
532,2022,Iesabel,15
533,2022,LEGO Star Wars: The Complete Saga,15
534,2022,TOKYO GHOUL:re [CALL to EXIST],15
535,2022,INSOMNIA: The Ark,15
536,2022,Golf Club: Wasteland,15
537,2022,Red Faction 2,15
538,2022,NARUTO TO BORUTO: SHINOBI STRIKER - Deluxe Edition,15
539,2022,Risen 3: Titan Lords,15
540,2022,Earth 2140 + Mission Pack 1 + Mission Pack 2,15
541,2022,Displaced,15
542,2022,Iron Harvest Deluxe,15
543,2022,The Long Journey Home,15
544,2022,Railroad Pioneer,15
545,2022,Hearts of Iron IV: Eastern Front Planes Pack - DLC,15
546,2022,Cities: Skylines - Downtown Bundle - DLC,15
547,2022,Catizens,15
548,2022,Jagged Alliance: Rage!,15
549,2022,The Tenants,15
550,2022,BATTLETECH - Mercenary Collection,15
551,2022,Chronology,15
552,2022,Just Cause 4,15
553,2022,Pathfinder: Wrath of the Righteous – The Treasure of the Midnight Isles - DLC,15
554,2022,Sunset Overdrive,15
555,2022,Prison Architect - Island Bound - DLC,15
556,2022,Call of the Sea,15
557,2022,SOULCALIBUR VI: Deluxe Edition,15
558,2022,The Walking Dead: A New Frontier,15
559,2022,For Honor,15
560,2022,Deadly 30,14
561,2022,Animation Arts Collection,14
562,2022,Endling - Extinction is Forever,14
563,2022,Calico,14
564,2022,ONE PUNCH MAN: A HERO NOBODY KNOWS - Deluxe Edition,14
565,2022,Septerra Core,14
566,2022,ONE PIECE World Seeker,14
567,2022,Cities: Skylines - Content Creator Pack: Modern Japan - DLC,14
568,2022,Dome Keeper - Deluxe Edition,14
569,2022,Recipe for Disaster,14
570,2022,Tormented Souls,14
571,2022,Pathfinder: Wrath of the Righteous - Inevitable Excess - DLC,14
572,2022,Black Skylands,14
573,2022,"Warhammer 40,000: Gladius - Relics of War",14
574,2022,Hell Let Loose,14
575,2022,Where the Water Tastes Like Wine,14
576,2022,JoJo's Bizarre Adventure: All-Star Battle R - Digital Deluxe Edition,14
577,2022,Spellcaster University,14
578,2022,"Warhammer 40,000: Gladius - T'au - DLC",14
579,2022,BIPED,14
580,2022,Clustertruck,14
581,2022,GetsuFumaDen: Undying Moon,14
582,2022,House Flipper VR,14
583,2022,Rebel Cops,13
584,2022,Timberman VS,13
585,2022,The Guild II - Renaissance,13
586,2022,Psychonauts,13
587,2022,Alan Wake’s American Nightmare,13
588,2022,Sword Art Online: Alicization Lycoris - Deluxe Edition,13
589,2022,Turmoil - The Heat Is On - DLC,13
590,2022,Time Loader,13
591,2022,The Walking Dead: 400 Days - DLC,13
592,2022,The Unfinished Swan,13
593,2022,Nineteen,13
594,2022,In Sound Mind,13
595,2022,Act of War: Direct Action,13
596,2022,Mortal Kombat X,13
597,2022,Banners of Ruin,13
598,2022,Sleeping Dogs: Definitive Edition,13
599,2022,Re:Turn – One Way Trip,13
600,2022,Assassin's Creed Origins - Deluxe Edition,13
601,2022,Naruto Shippuden Ultimate Ninja STORM 1 HD,13
602,2022,Banners of Ruin - Powdermaster - DLC,13
603,2022,Frontlines Fuel Of War,13
604,2022,They Always Run,13
605,2022,Majesty Gold HD,13
606,2022,Life is Strange 2 Complete Season,13
607,2022,Tropico 5,13
608,2022,Startup Panic,13
609,2022,Kill it with Fire,13
610,2022,The Pathless,13
611,2022,Assassin's Creed,13
612,2022,Watch Dogs,13
613,2022,Re-Legion,13
614,2022,Vampire: The Masquerade - Coteries of New York,13
615,2022,Urban Trial Freestyle,12
616,2022,SpeedRunners,12
617,2022,Surviving the Aftermath: Ultimate Colony Edition,12
618,2022,Train Valley,12
619,2022,Ridge Racer Unbounded Full Pack,12
620,2022,Risen 2: Dark Waters - Gold Edition,12
621,2022,Song of Farca,12
622,2022,The Crew 2,12
623,2022,Vampire: The Masquerade - Shadows of New York,12
624,2022,World War II: Panzer Claws,12
625,2022,Sacred 3,12
626,2022,"Warhammer 40,000: Gladius - Specialist Pack - DLC",12
627,2022,Sine Mora EX,12
628,2022,Tropico 6 El-Prez Edition,12
629,2022,Spellforce - Platinum Edition,12
630,2022,Tropico 6: Festival - DLC,12
631,2022,Tropico 6: Lobbyistico - DLC,12
632,2022,Pressure,12
633,2022,Darksiders III,12
634,2022,Felix The Reaper,12
